"region","code_iso3","country_name","city","measure_year","measure_pm25_ug_m3","measure_pm10_ug_m3","measure_no2_ug_m3","pm25_temporal_coverage","pm10_temporal_coverage","no2_temporal_coverage","source","monitoring_station_number","database_version","status"
"European Region","GBR","United Kingdom","Port Talbot",2019,10.83,22.32,15.15,NA,NA,94.8173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Portsmouth",2017,NA,14.62,19.19,NA,NA,98.16210046,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Portsmouth",2018,NA,19.3,24.63,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Portsmouth",2019,8.88,17.27,22.63,NA,NA,99.44063927,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Reading",2017,9.67,14.43,28.84,NA,NA,97.38013699,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Reading",2018,9.11,15.1,27.78,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Reading",2019,NA,17.19,26.68,NA,NA,95.70776256,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Rochester",2017,9.69,16.51,14.74,NA,NA,95.89041096,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Rochester",2018,10.09,17.46,13.02,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Rochester",2019,10.84,14.96,12.55,NA,NA,94.64611872,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Royal Leamington Spa",2017,10.83,15.64,20.39,NA,NA,98.89269406,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Royal Leamington Spa",2018,9.8,14.03,17.25,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Royal Leamington Spa",2019,9.49,13.87,17.08,NA,NA,96.45547946,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Sandy",2019,9.7,17.96,27.91,NA,NA,97.14611872,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Scunthorpe",2017,NA,16.07,15.64,NA,NA,98.98401826,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Scunthorpe",2018,NA,18.29,15.39,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Scunthorpe",2019,NA,19.72,15.35,NA,NA,97.21461187,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Sheffield",2017,8.94,16.1,28.97,NA,NA,97.66362253,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Sheffield",2018,12.77,15.99,28.99,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Sheffield",2019,12.49,14.92,30.16,NA,NA,85.89041096,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Southampton",2017,11.15,18.14,34.74,NA,NA,95.97031964,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Southampton",2019,9.6,16.85,30.16,NA,NA,97.90525115,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Speke",2017,8.49,11.49,17.55,NA,NA,98.83561644,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Speke",2018,8.8,13.98,17.56,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Speke",2019,9.09,16.71,19.48,NA,NA,98.77853881,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stanford-Le-Hope",2017,11.06,18.61,28.31,NA,NA,98.88127854,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stanford-Le-Hope",2018,10.06,18.27,27.55,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stanford-Le-Hope",2019,11.54,17.29,26.18,NA,NA,98.91552511,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stockbridge",2017,7.38,13.33,11.21,NA,NA,96.67808219,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stockbridge",2018,8.62,12.27,9.55,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stockbridge",2019,8.06,11.91,8.88,NA,NA,87.48858447,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stockton-On-Tees",2017,8.27,14.11,15.53,NA,NA,98.62252663,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stockton-On-Tees",2018,9.79,15.73,16.74,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stockton-On-Tees",2019,8.21,13.59,15.6,NA,NA,98.98401827,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stoke-On-Trent",2017,8.66,18.37,25.65,NA,NA,99.15525114,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stoke-On-Trent",2018,9.45,19.18,38.25,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Stoke-On-Trent",2019,9.47,19.68,37.58,NA,NA,98.90981735,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Swansea",2017,14.66,18.9,24.41,NA,NA,98.61872146,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Swansea",2018,12.82,19.69,23.5,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Swansea",2019,9.86,18.36,24.13,NA,NA,98.72146119,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Warrington",2019,NA,16.98,20.52,NA,NA,87.65981735,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Wrexham",2017,6.56,11.51,16.48,NA,NA,93.82420091,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","Wrexham",2019,7.87,12.09,16.43,NA,NA,80.20547945,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","York",2017,10.08,14.85,21.31,NA,NA,92.4543379,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","York",2018,10.62,16.1,20.65,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GBR","United Kingdom","York",2019,11.09,17.92,20.39,NA,NA,98.2020548,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Ano Liosia",2017,NA,29.63,20.54,NA,NA,94.46347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Athens",2017,19.47,35.75,54.47,NA,NA,98.12785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Athens",2018,19.11,36.38,54.38,NA,NA,96.9063927,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Athens",2019,19.31,36.44,47.65,NA,NA,96.82077626,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Elefsina",2017,16.32,25.98,27.26,NA,NA,98.36757991,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Elefsina",2018,17.82,29.27,24.41,NA,NA,99.6347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Elefsina",2019,18.51,25.14,25.15,NA,NA,97.29452055,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Eleftherio Kordelio",2019,NA,35.44,24.58,NA,NA,97.38584475,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Ioannina",2019,19.69,29.51,21.04,88.03652968,88.03652968,88.03652968,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Koropi",2017,NA,27.28,17.11,NA,NA,89.07534247,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Koropi",2018,NA,30.72,20.83,NA,NA,99.14383562,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Koropi",2019,NA,28.09,14.89,NA,NA,99.71461187,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Likovrisi",2017,16.28,25.33,22.25,NA,NA,96.67808219,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Likovrisi",2018,15.28,27.04,19.98,NA,NA,90.30821918,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Likovrisi",2019,16.41,26.85,19.92,NA,NA,82.32876712,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Marousi",2017,NA,25.95,28.66,NA,NA,99.80593607,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Marousi",2018,NA,29.48,26.4,NA,NA,99.8630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Marousi",2019,NA,27.75,25.52,NA,NA,99.6347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Nea Smirni",2017,NA,27.6,32.66,NA,NA,95.71917808,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Nea Smirni",2018,NA,31.03,29.16,NA,NA,99.60045662,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Patra",2017,17.4,30.13,31.37,NA,NA,99.17237443,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Patra",2018,18.66,35.11,30.12,NA,NA,94.32077626,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Patra",2019,15.57,29.15,31.18,NA,NA,99.73744292,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Peristeri",2017,NA,31.48,31.87,NA,NA,99.33789954,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Peristeri",2018,NA,30.31,27.7,NA,NA,99.69178082,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Peristeri",2019,NA,27.93,28.12,NA,NA,99.79452055,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Pireas",2017,18.04,40.44,61.96,NA,NA,99.23515982,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Pireas",2018,18,39.34,62.53,NA,NA,99.5890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Thessaloniki",2019,20.5,41.92,23.58,NA,NA,99.8173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Thrakomakedones",2017,12.72,16.5,6.7,NA,NA,91.21004566,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","GRC","Greece","Vorios Tomeas Athinon",2017,10.73,16.83,13.46,NA,NA,93.21917808,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HRV","Croatia","Bosanka",2018,9.46,13.47,2.18,NA,NA,82.71689498,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HRV","Croatia","Desinic Gora",2019,12.18,14.57,6.07,NA,NA,81.09589041,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HRV","Croatia","Osijek",2017,NA,32.5,28.16,NA,NA,83.33333333,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HRV","Croatia","Osijek",2018,NA,35.2,24.78,NA,84,96.68949772,"Air Quality Portal Portal Kvaliteta zraka u Republici Hrvatskoj, European Environment Agency (downloaded in 2021)","1 Urban Traffic",2022,NA
"European Region","HRV","Croatia","Osijek",2019,NA,39.18,25.66,NA,NA,94.79452055,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HRV","Croatia","Rijeka",2018,10.94,24,11.76,50,50,95.23972603,"Air Quality Portal Portal Kvaliteta zraka u Republici Hrvatskoj, European Environment Agency (downloaded in 2021)","1 Urban Backround",2022,NA
"European Region","HRV","Croatia","Split",2017,12.15,17.61,24.5,NA,NA,96.92922374,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HRV","Croatia","Split",2018,11.03,18.86,22.4,NA,100,95.79908676,"Air Quality Portal Portal Kvaliteta zraka u Republici Hrvatskoj, European Environment Agency (downloaded in 2021)","1 Urban Traffic",2022,NA
"European Region","HRV","Croatia","Split",2019,10.54,16.08,23.73,NA,NA,94.76027397,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HRV","Croatia","Zagreb",2017,19.19,34.12,37,NA,NA,86.88926941,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HRV","Croatia","Zagreb",2018,20.84,31.56,31.87,NA,98,94.4520548,"Air Quality Portal Portal Kvaliteta zraka u Republici Hrvatskoj, European Environment Agency (downloaded in 2021)","3 Urban Backround",2022,NA
"European Region","HRV","Croatia","Zagreb",2019,15.85,28.08,34.11,NA,NA,94.45776256,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Ajka",2017,NA,20.95,13.87,NA,NA,99.80593607,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Ajka",2018,NA,17.63,13.43,NA,NA,99.36073059,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Ajka",2019,11.45,15.89,12.31,NA,NA,99.10958904,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Budapest",2017,NA,28.18,35.94,NA,NA,95.6706621,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Budapest",2018,NA,31.95,30.93,NA,NA,95.28995434,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Budapest",2019,14.38,27.21,30.64,NA,NA,94.16894977,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Debrecen",2017,NA,24.45,18.99,NA,NA,81.72374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Debrecen",2018,NA,24.4,21.43,NA,NA,98.10502283,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Debrecen",2019,NA,26.12,20.17,NA,NA,99.13242009,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Dunaujvaros",2017,NA,28.83,20.57,NA,NA,98.31050228,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Dunaujvaros",2018,19.49,31.08,21.27,NA,NA,98.84703196,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Dunaujvaros",2019,16.25,26.81,20.35,NA,NA,97.73972603,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Esztergom",2017,NA,23.84,13.76,NA,NA,77.11187215,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Esztergom",2018,NA,21.99,11.76,NA,NA,98.18493151,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Esztergom",2019,NA,17.48,11.85,NA,NA,91.17579909,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Gyor",2017,8.77,25.94,28.05,NA,NA,84.00684932,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Gyor",2018,16.61,26.41,26.78,NA,NA,89.50913242,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Kazincbarcika",2017,NA,33.27,16.05,NA,NA,99.46347032,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Kazincbarcika",2018,21.96,26.61,14.02,NA,NA,98.45890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Kazincbarcika",2019,18.02,24.29,12.99,NA,NA,99.52054795,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Kecskemet",2018,NA,20.39,3.81,NA,NA,99.7260274,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Miskolc",2017,NA,36.3,34.67,NA,NA,98.94977169,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Miskolc",2018,NA,37.31,32.78,NA,NA,95.51369863,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Miskolc",2019,NA,35.57,32.23,NA,NA,99.13242009,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Nyiregyhaza",2017,NA,32.57,24.07,NA,NA,96.54109589,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Nyiregyhaza",2018,NA,33.02,23.07,NA,NA,97.99086758,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Nyiregyhaza",2019,NA,31.86,23.53,NA,NA,98.81278539,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Pecs",2017,NA,27.26,31.31,NA,NA,97.88812786,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Pecs",2018,18.01,26.97,31.48,NA,NA,94.79452055,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Pecs",2019,13.57,24.11,30.08,NA,NA,88.17351598,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Sajoszentpeter",2017,NA,41.22,16.18,NA,NA,98.69863014,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Sajoszentpeter",2018,NA,34.13,14.77,NA,NA,98.03652968,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Sajoszentpeter",2019,NA,26.65,13.23,NA,NA,99.41780822,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Sarrod",2018,NA,15.76,6.39,NA,NA,99.20091324,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Sarrod",2019,NA,14.21,5.36,NA,NA,93.96118721,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Sopron",2018,NA,19.55,15.24,NA,NA,80.34246575,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Szazhalombatta",2017,NA,24.77,15.4,NA,NA,76.05022831,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Szazhalombatta",2018,NA,19.31,15.51,NA,NA,98.04794521,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Szazhalombatta",2019,NA,18.44,14.51,NA,NA,95.35388128,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Szeged",2017,20.93,29.56,15.62,NA,NA,92.0890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Szeged",2018,17.49,28.59,16.11,NA,NA,97.8196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Szeged",2019,15.6,26.85,15.31,NA,NA,99.29223744,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Tatabanya",2018,NA,26.82,18.77,NA,NA,98.04794521,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Tatabanya",2019,NA,19.41,16.52,NA,NA,99.50913242,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Veszprem",2017,NA,18.38,20.06,NA,NA,98.44748858,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Veszprem",2018,17.91,24.93,20.89,NA,NA,96.27853881,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","HUN","Hungary","Veszprem",2019,14.36,19.26,19.34,NA,NA,90.55936073,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Cork",2019,7.89,14.6,9.63,NA,NA,98.51598174,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Cork City",2017,5.73,13.84,26.59,NA,NA,81.55251142,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Cork City",2019,8.43,15.03,21.01,NA,NA,98.55022831,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dublin 8",2019,8.48,13.83,43.43,NA,NA,98.15068493,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dublin City",2017,8.19,12.8,21.66,NA,NA,97.26312786,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dublin City",2018,8.89,17.2,24.56,NA,NA,95.23021309,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dublin City",2019,9.49,16.63,23.76,NA,NA,96.14868722,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dun Laoghaire-Rathdown",2017,NA,11.79,15.91,NA,NA,96.72945206,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dun Laoghaire-Rathdown",2018,NA,12.8,18.01,NA,NA,93.37328767,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dun Laoghaire-Rathdown",2019,NA,12.19,14.82,NA,NA,87.15182649,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dundalk",2018,NA,14.62,13.48,NA,NA,85.99315068,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Dundalk",2019,NA,14.45,12.44,NA,NA,96.59817352,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Fingal",2017,NA,14.98,26.21,NA,NA,82.03196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Fingal",2018,NA,17.21,32.55,NA,NA,85.35388128,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Fingal",2019,NA,18.94,31.04,NA,NA,83.53881279,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Kilkenny",2019,NA,17.82,5.11,NA,NA,99.26940639,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Laois",2018,NA,10.85,7.21,NA,NA,94.18949772,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Mayo",2017,5.56,10.99,7.44,NA,NA,99.02968037,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Mayo",2018,6.35,11.74,7.87,NA,NA,99.29223744,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Mayo",2019,NA,13.48,7.8,NA,NA,97.8196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Monaghan",2017,NA,7.85,2.28,NA,NA,95.49086758,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Monaghan",2018,NA,8.45,2.9,NA,NA,98.41324201,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","IRL","Ireland","Monaghan",2019,NA,7.27,5.11,NA,NA,99.26940639,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Akureyri",2017,NA,24.86,21.92,NA,NA,93.56164384,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Akureyri",2018,NA,14.59,14.64,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Akureyri",2019,NA,15.81,13.8,NA,NA,99.96575342,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Grundartangi",2017,3.73,6.07,1.68,NA,NA,99.91438356,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Grundartangi",2018,3.6,5.61,1.83,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Grundartangi",2019,4.55,6.25,1.84,NA,NA,99.41210046,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Hafnarfjörður",2017,8.14,4.31,4.12,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Hafnarfjörður",2018,3.91,6.3,4.32,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Hafnarfjörður",2019,4.46,6.77,6.72,NA,NA,91.36986301,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Hafnarfjorour",2017,3.71,7.73,4.83,NA,NA,91.34703196,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Hafnarfjorour",2018,3.52,7.09,4.47,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Hafnarfjorour",2019,4.04,8.11,5.8,NA,NA,91.66666667,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Husavik",2017,3.18,6.82,1.51,NA,NA,99.74315069,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Husavik",2018,2.54,7.4,1.9,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Husavik",2019,1.02,6.75,2.35,NA,NA,99.42351599,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Kopavogur",2017,5.66,9.72,12.59,NA,NA,99.93150685,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Kopavogur",2018,5.64,7.42,10.51,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Kopavogur",2019,5.87,9.3,11.05,NA,NA,99.24657534,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Reykjavik",2017,9.76,19.8,18.03,NA,NA,90.87899544,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Reykjavik",2018,6.79,17.5,16.38,NA,NA,100,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Reykjavik",2019,NA,14.29,22.32,NA,NA,82.48858447,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ISL","Iceland","Suðurnesjabær",2017,2.22,2.63,1.95,NA,NA,75.28538813,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","ITA","Italy","Acerra",2017,15.66,33.91,23.3,NA,NA,90.99885845,"European Environment Agency (downloaded in 2021)",NA,2022,NA
