"region","code_iso3","country_name","city","measure_year","measure_pm25_ug_m3","measure_pm10_ug_m3","measure_no2_ug_m3","pm25_temporal_coverage","pm10_temporal_coverage","no2_temporal_coverage","source","monitoring_station_number","database_version","status"
"European Region","AUT","Austria","Sankt Pöelten",2017,12.81,19.29,26.07,NA,NA,94.94292238,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Sankt Pöelten",2018,15.78,22.08,24.58,NA,NA,95.42808219,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Sankt Pöelten",2019,12.65,17.83,22.56,NA,NA,95.32534247,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Sankt Veit An Der Glan District",2017,NA,11.19,12.48,NA,NA,95.25114155,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Sankt Veit An Der Glan District",2018,NA,14.62,12.81,NA,NA,95.29680365,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Sankt Veit An Der Glan District",2019,NA,12.85,11.44,NA,NA,94.61187215,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schondorf",2017,12.23,15.29,15.61,NA,NA,93.57305936,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schondorf",2018,13.25,17.23,14.66,NA,NA,92.10045662,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schondorf",2019,11.38,14.29,14.04,NA,NA,94.06392694,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schwechat",2017,13.4,20.83,21.92,NA,NA,95.54794521,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schwechat",2018,16.47,23.08,20.28,NA,NA,95.35388128,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schwechat",2019,12.78,18.21,19.96,NA,NA,95.39383562,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schweighof",2017,NA,8.59,3.35,NA,NA,95.54794521,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schweighof",2018,NA,11.89,3.45,NA,NA,95.62785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Schweighof",2019,NA,10.32,3.03,NA,NA,95.53652968,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Spittal An Der Drau",2017,NA,17.76,21.83,NA,NA,95.58219178,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Spittal An Der Drau",2018,NA,18.57,19.12,NA,NA,95.73059361,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Spittal An Der Drau",2019,NA,16.98,18.71,NA,NA,94.12100457,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Steyr",2017,12.31,15.3,16.35,NA,NA,93.89269406,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Steyr",2018,13.58,17.52,14.52,NA,NA,93.92694064,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Steyr",2019,10.95,14.66,14.27,NA,NA,94.20091324,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Steyregg",2017,14.63,19.35,20.85,NA,NA,93.88127854,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Steyregg",2018,13.77,18.86,16.75,NA,NA,93.96118721,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Steyregg",2019,12.45,17.55,17.5,NA,NA,93.96118721,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Stixneusiedl",2017,NA,18.03,10.99,NA,NA,95.53652968,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Stixneusiedl",2018,NA,21.14,10.8,NA,NA,95.25114155,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Stixneusiedl",2019,NA,15.28,9.9,NA,NA,94.62328767,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Stockerau",2017,NA,20.46,24.69,NA,NA,95.2739726,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Stockerau",2018,NA,22.91,23.37,NA,NA,95.55936073,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Stockerau",2019,NA,20.44,21.67,NA,NA,95.33105023,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Streithofen",2017,NA,15.66,9.74,NA,NA,95.47945205,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Streithofen",2018,NA,20.72,8.05,NA,NA,95.01141553,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Streithofen",2019,NA,15.55,5.71,NA,NA,95.20547945,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Tamsweg",2017,NA,13.91,20.75,NA,NA,95.20547945,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Tamsweg",2018,NA,11.97,18.7,NA,NA,95.5650685,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Tamsweg",2019,NA,9.79,13.73,NA,NA,95.47945205,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Thaures",2017,NA,13.48,6.01,NA,NA,95.52511416,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Thaures",2018,NA,17.58,6,NA,NA,91.36986301,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Thaures",2019,NA,11.81,5.39,NA,NA,95.51369863,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Traismauer",2017,NA,19.92,13.82,NA,NA,95.39954338,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Traismauer",2018,NA,21.95,13.22,NA,NA,95.35388128,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Traismauer",2019,NA,14.9,13.17,NA,NA,94.8630137,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Traun",2017,14.59,18.67,20.65,NA,NA,92.69406393,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Traun",2018,14.92,19.54,20.73,NA,NA,90.50228311,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Traun",2019,12.98,17.11,20.14,NA,NA,94.37214612,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Tulln An Der Donau",2017,NA,21.71,16.77,NA,NA,95.61643836,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Tulln An Der Donau",2018,NA,21.35,12.26,NA,NA,95.57077626,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Tulln An Der Donau",2019,NA,16.39,13.17,NA,NA,94.55479452,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Villach",2017,NA,18.34,28.87,NA,NA,95.66210046,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Villach",2018,NA,18.72,24.65,NA,NA,93.01369863,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Villach",2019,NA,16.87,24.56,NA,NA,95.68493151,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Voitsberg",2017,12.21,20.55,16.7,NA,NA,95.57077626,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Voitsberg",2018,13.28,21.82,16.43,NA,NA,86.64383562,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Voitsberg",2019,10.14,16.75,14.83,NA,NA,95.62785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Vomp",2017,NA,14.33,44.43,NA,NA,95.55936073,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Vomp",2018,NA,16.84,41.16,NA,NA,95.44520548,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Vomp",2019,NA,14.58,39.65,NA,NA,95.54223744,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Weiz",2017,13.91,21.56,22.86,NA,NA,95.68493151,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Weiz",2018,14.96,20.97,21.23,NA,NA,95.53652968,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Weiz",2019,11.65,18.48,19.52,NA,NA,94.82876712,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wels",2017,14.24,18.83,24.34,NA,NA,92.53424658,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wels",2018,14.71,19.85,23.15,NA,NA,93.28767123,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wels",2019,12.17,17.3,23.16,NA,NA,93.40182648,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wien",2017,13.9,19.43,24.33,NA,NA,95.34460616,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wien",2018,15.89,22.63,23.6,NA,NA,95.144121,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wien",2019,12.59,17.79,21.78,NA,NA,94.50342466,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wiener Neudorf",2017,12.41,19.42,24.95,NA,NA,92.28310502,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wiener Neudorf",2018,15.31,21.86,24.72,NA,NA,95.54794521,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wiener Neudorf",2019,12.62,17.87,21.14,NA,NA,95.51369863,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wiener Neustadt",2017,NA,17.82,15.35,NA,NA,95.55936073,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wiener Neustadt",2018,NA,21.56,13.01,NA,NA,95.50228311,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wiener Neustadt",2019,NA,19.96,13.01,NA,NA,95.3196347,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wildon",2017,NA,18.21,12.53,NA,NA,95.50228311,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wildon",2018,NA,18.47,10.89,NA,NA,95.60502283,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wildon",2019,NA,14.81,10.72,NA,NA,95.62785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wolfsberg",2017,16.07,21.79,26.42,NA,NA,94.8173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wolfsberg",2018,16.06,23.65,23.54,NA,NA,94.8173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Wolfsberg",2019,12.83,19.77,22,NA,NA,95.79908676,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Worgl",2017,NA,13.24,26.29,NA,NA,95.62785388,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Worgl",2018,NA,17.02,24.37,NA,NA,95.55936073,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Worgl",2019,NA,14.41,24.41,NA,NA,95.66210046,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Zeltweg",2017,NA,17.77,17.38,NA,NA,93.64155251,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Zeltweg",2018,NA,17.57,16,NA,NA,95.67351598,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","AUT","Austria","Zeltweg",2019,NA,15.93,14.92,NA,NA,95.4109589,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Aarschot",2017,12.62,19.56,19.04,NA,NA,97.11187215,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Aarschot",2018,13.56,21.32,17,NA,NA,93.47031963,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Aarschot",2019,11.71,19.15,15.63,NA,NA,97.14611872,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Andenne",2017,9.77,15.88,12.26,NA,NA,96.97488584,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Andenne",2018,11.48,19.25,11.32,NA,NA,94.28082192,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Andenne",2019,9.04,15.01,8.98,NA,NA,96.22146119,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Antwerpen",2017,13.93,22.92,39.67,NA,NA,95.98401827,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Antwerpen",2018,14.19,24.4,35.89,NA,NA,91.13203957,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Antwerpen",2019,12.92,23.06,33.72,NA,NA,95.14603999,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Baelen",2017,8.1,12.78,9.79,NA,NA,97.30593607,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Baelen",2018,8.25,13.95,10.07,NA,NA,96.72374429,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Baelen",2019,6.85,11.22,7.76,NA,NA,96.22146119,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Berchem-Sainte-Agathe",2017,13.29,17.74,23.04,NA,NA,97.64840183,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Berchem-Sainte-Agathe",2019,12.11,16.52,18.34,NA,NA,95.73059361,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Bertrix",2017,7.9,12.61,6.22,NA,NA,97.34018265,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Bertrix",2018,8.51,13.87,6.81,NA,NA,97.35159817,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Bertrix",2019,6.55,11.45,5.23,NA,NA,95.70776256,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Beveren",2017,14.02,22.6,25.95,NA,NA,95.68493151,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Beveren",2018,14.83,23.89,27.76,NA,NA,96.46118721,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Beveren",2019,12.98,22.1,24.97,NA,NA,96.10730594,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Boom",2017,12.66,20.52,22.69,NA,NA,94.71461187,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Boom",2018,12.95,22.21,21.76,NA,NA,95.1369863,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Boom",2019,11.59,20.28,19.78,NA,NA,95.07990868,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Bruxelles",2017,15.67,23.15,40.82,NA,NA,92.95662101,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Bruxelles",2018,14.29,23.52,40.44,NA,NA,97.96042618,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Bruxelles",2019,14.84,26.24,38.02,NA,NA,96.90639269,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Charleroi",2017,11.84,20.55,25.27,NA,97.10045662,96.44216134,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Charleroi",2018,12.27,22.2,24.48,NA,96.87214612,97.19178082,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Charleroi",2019,10.42,18.87,22.79,NA,96.87214612,96.81506849,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Chaumont-Gistoux",2017,11.17,17.06,17.31,NA,NA,97.3173516,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Chaumont-Gistoux",2018,11.27,17.92,15.67,NA,NA,96.32420091,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Chaumont-Gistoux",2019,9.06,14.26,14.14,NA,NA,97.44292237,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Damme",2017,12.79,19.87,14.71,NA,NA,97.0890411,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Damme",2018,13.03,20.58,14.43,NA,NA,96.97488584,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Damme",2019,12.24,19.83,13.92,NA,NA,96.94063927,"European Environment Agency (downloaded in 2021)",NA,2022,NA
"European Region","BEL","Belgium","Dessel",2017,12.93,21.21,19.12,NA,NA,97.23744292,"European Environment Agency (downloaded in 2021)",NA,2022,NA
